,01/01/2018,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
ETF 91,-0.030507605516792578,0.02079950975746894,-0.010653482818203764,-0.0736512635917662,-0.1421872372673725,-0.05906457837617792,-0.062344617521186085,0.747066842526792,0.20652040582149706,0.7208303636881415,0.0799379790686263,0.3753655266734593,0.32519265779351336,-0.04399545763790664
ETF 92,0.9797489609783038,0.9029661110816473,0.8799254456845629,0.7383977186874903,0.6783732236891765,0.5246521377991759,0.3301671797342523,0.2409088631335439,0.6986426416380846,0.21520629321429244,0.5160683933189,0.5219935270303822,0.0919680526291881,0.3289007227161306
ETF 93,0.8686432213765195,0.755051788055391,0.9471250727248781,0.741567823155563,0.6817388816046397,0.5684536983190671,0.362880543872806,0.29863463653059347,0.7375441096002228,0.2752239674708273,0.5760744083899307,0.5787039554598553,0.15714165029967078,0.38552083378812246
ETF 94,0.9643490480846072,0.8843740186998059,0.8698896387922187,0.7522324242749672,0.684980406349819,0.5676777898146295,0.3532787644696989,0.2755374452848014,0.7293429970251057,0.24616104328003066,0.5462470479359215,0.5653269263762186,0.1397328910558771,0.3536992142965212
ETF 95,0.4512786541785839,0.4046439229552356,0.4363018330134696,0.5702131392872609,0.5571424348554979,0.9888216183279374,0.4765742009266513,0.18706729768727662,0.5490312611875902,0.215804853292909,0.5907565903031501,0.5633587457888102,0.12155804753926618,0.3261805660501166
ETF 96,0.19622549587028398,0.18981251713516903,0.18753479772967718,0.2550466972463048,0.2602128676435447,0.6535959554803924,0.29659000291327237,0.08558281136206752,0.2837588527904869,0.11753151018467385,0.30367128896845397,0.2821747918370376,0.14991065565064013,0.2412410078065837
ETF 97,0.2117176829051509,0.16380588111854705,0.20097768935276472,0.31627371954619854,0.3226760555431512,0.4791964217260398,0.957486561022219,0.09783274167583698,0.27059284932966293,0.11601918406850115,0.4035802624372125,0.260743761896769,0.022081126238904656,0.16581425637631172
ETF 98,0.7998185130927434,0.6172540328610958,0.7287018126266149,0.5844878195575026,0.6002572941224384,0.42712520506226376,0.2552959719594329,0.3139503387108742,0.6551942100968537,0.2894705992834728,0.5106949996111703,0.5313828139515805,0.21875790456953714,0.3273555646080275
ETF 99,0.8288569682129078,0.7025679716914377,0.8080917825078906,0.667656602126838,0.679585883700371,0.49264974777123305,0.25661912744283955,0.24509761983058181,0.6239925505343282,0.18226946930411156,0.5205578208973305,0.5047050401743032,0.14877610144749315,0.3895124995226428
ETF 100,0.5369418269730066,0.44145912608904064,0.49696392756217866,0.8132824275494249,0.7757877174445477,0.44157381898781684,0.2792086775352941,0.16140446349771626,0.5050718726482819,0.1593288721352325,0.4399159921244759,0.43324091504914014,0.026273231257150316,0.21334504892076928
ETF 101,0.9720493817183836,0.8771804043131601,0.8778293109828877,0.6396642066383043,0.5852474620414458,0.43182488778048467,0.21517853789514152,0.22567768021184786,0.6535278287807923,0.2019989031199781,0.4518668603859097,0.47037353202593707,0.09058155644484422,0.2997484759038446
